Correlation
0.15089168898131064
0.20405298878462455
0.21799019321631002
0.22435516209001247
0.22696449852071734
0.26959564036175115
0.31230785975993103
0.32259867324378805
0.32811459557630474
0.329752686441387
0.3411557089217682
0.3429948691634264
0.3478020130288924
0.35755056785846584
0.38159945952753466
0.3840214976038623
0.3849676138813534
